artist;song;duration_ms;year;tempo;genre;energy;key;loudness
ZHU;Faded;223386;2014;124.96;Dance/Electronic;0.475;9;-7.195
The Supermen Lovers;Starlight - Radio Edit;234400;2001;127.487;Dance/Electronic;0.679;0;-5.079
Katy Perry;California Gurls;234653;2012;125.014;pop;0.754;0;-3.729
Clean Bandit;Solo (feat. Demi Lovato);222653;2018;105.005;pop, Dance/Electronic;0.636;11;-4.546
Kanye West;Mercy;329320;2012;139.993;hip hop;0.496;6;-9.381
Maroon 5;Cold (feat. Future);234308;2017;99.905;pop;0.716;9;-6.288
Metro Station;Shake It;179946;2007;150.034;pop, rock;0.955;4;-3.836
Taylor Swift;You Belong With Me;231146;2008;129.964;pop;0.771;6;-4.424
Katy Perry;Wide Awake;220946;2012;159.814;pop;0.683;5;-5.099
E-40;U and Dat (feat. T. Pain & Kandi Girl);202720;2006;99.992;hip hop, pop;0.484;6;-7.448
Alessia Cara;Here;199453;2016;120.493;pop, R&B;0.822;0;-3.974
Frank Ocean;Lost;234093;2012;123.061;hip hop, pop, R&B;0.603;8;-4.892
iann dior;emotions;131213;2019;80.512;hip hop, pop;0.63;9;-6.211
Beyoncé;7/11;213506;2014;136.024;pop, R&B;0.705;9;-5.137
B.o.B;Magic (feat. Rivers Cuomo);196133;2010;82.439;hip hop, pop;0.932;8;-4.11
Pharrell Williams;"Happy - From ""Despicable Me 2""";232720;2014;160.019;hip hop, pop;0.822;5;-4.662
Lil Wayne;Lollipop;299333;2008;148.075;hip hop, pop;0.428;0;-9.469
Busta Rhymes;I Know What You Want (feat. Flipmode Squad);324306;2002;85.996;hip hop, pop;0.759;6;-4.315
Five;Let's Dance - Radio Edit;218626;2001;118.007;pop;0.821;4;-7.853
Eminem;Crack A Bottle;297520;2009;169.561;hip hop;0.874;9;-2.571
Eminem;Love The Way You Lie;263373;2010;86.989;hip hop;0.925;10;-5.034
2 Chainz;We Own It (Fast & Furious);227906;2013;171.999;hip hop, pop;0.902;1;-4.586
Britney Spears;I'm a Slave 4 U;203600;2001;110.027;pop;0.843;5;-3.579
Adam Lambert;Whataya Want from Me;227320;2009;185.934;pop;0.672;11;-4.706
Coldplay;Speed of Sound;287906;2005;123.067;rock, pop;0.898;11;-6.765
Anuel AA;Secreto;258800;2019;91.987;latin;0.803;11;-4.156
Donell Jones;"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)";243733;1999;103.032;pop, R&B;0.543;8;-6.166
Katy Perry;Roar;223546;2013;179.984;pop;0.772;7;-4.821
CNCO;Reggaetón Lento (Remix);188786;2017;93.984;pop, latin;0.909;4;-3.079
Destiny's Child;Independent Women, Pt. 1;221133;2001;97.954;pop, R&B;0.602;6;-3.782
Creed;My Sacrifice;294600;2001;146.349;pop, rock, metal;0.88;2;-6.035
Daniel Bedingfield;If You're Not The One;257026;2002;119.998;pop;0.538;10;-7.608
50 Cent;"Wanksta - From ""8 Mile"" Soundtrack";219400;2003;81.008;hip hop, pop;0.863;1;-3.552
Lily Allen;The Fear;207120;2009;134.002;pop;0.847;10;-6.948
Flume;Say It;262521;2016;75.255;Dance/Electronic;0.531;3;-6.829
The xx;Intro;127920;2009;100.363;rock;0.778;9;-8.871
Pixie Lott;Mama Do (Uh Oh, Uh Oh);196520;2009;119.918;pop, Dance/Electronic;0.873;3;-4.711
Mario;Break Up;249026;2009;73.881;pop, R&B;0.517;0;-7.355
Maroon 5;Payphone;231173;2012;110.015;pop;0.752;4;-4.813
Sigala;Easy Love;229813;2018;123.976;pop, Dance/Electronic;0.942;9;-4.208
J. Holiday;Bed;275106;2007;127.901;hip hop, pop, R&B, Dance/Electronic;0.606;5;-7.268
Jordin Sparks;Battlefield;241920;2009;144.953;pop, R&B;0.634;2;-3.472
Kendrick Lamar;All The Stars (with SZA);232186;2018;96.924;hip hop;0.633;8;-4.946
Offset;Clout (feat. Cardi B);205803;2019;140.022;hip hop, pop;0.622;1;-7.384
Blueface;Thotiana;129264;2018;104.025;hip hop;0.382;10;-12.89
Ariana Grande;Side To Side;226160;2016;159.145;pop;0.738;6;-5.883
DJ Snake;Taki Taki (feat. Selena Gomez, Ozuna & Cardi B);212500;2019;95.881;hip hop, pop, Dance/Electronic;0.801;8;-4.167
The Weeknd;In The Night;235653;2015;167.939;pop, R&B;0.682;7;-4.94
Black Eyed Peas;The Time (Dirty Bit);307640;2010;127.979;hip hop, pop;0.813;6;-7.798
Selena Gomez;Fetish (feat. Gucci Mane);186112;2017;123.013;pop;0.618;2;-4.424
Bruno Mars;Marry You;230192;2010;144.905;pop;0.82;10;-4.865
Normani;Motivation;193837;2019;170.918;pop, R&B;0.887;4;-3.967
Panic! At The Disco;High Hopes;190946;2018;82.014;rock;0.904;5;-2.729
The Raconteurs;Steady, As She Goes;215266;2006;123.696;rock;0.578;9;-4.563
Trey Songz;Na Na;231906;2015;96.975;hip hop, pop, R&B;0.476;9;-6.253
Ozuna;Vaina Loca;176133;2018;93.982;latin;0.805;6;-4.249
Atomic Kitten;Eternal Flame - Single Version;195506;2001;83.293;pop;0.581;0;-6.867
JoJo;Leave (Get Out) - Radio Edit;242746;2005;86.891;hip hop, pop, R&B;0.513;5;-8.691
Naughty Boy;La La La;220779;2013;124.988;Dance/Electronic;0.677;6;-4.399
Kesha;Blow;219973;2010;120.013;pop, Dance/Electronic;0.729;11;-3.862
Ronan Keating;Life Is A Rollercoaster;234826;2000;118.981;pop, rock;0.791;0;-8.923
Bruno Mars;"Finesse - Remix; feat. Cardi B";217288;2017;105.115;pop;0.859;5;-4.877
Destiny's Child;Jumpin', Jumpin';230200;1999;88.997;pop, R&B;0.685;1;-4.639
David Guetta;2U (feat. Justin Bieber);194896;2017;144.937;hip hop, pop, Dance/Electronic;0.65;8;-5.827
Macklemore & Ryan Lewis;Can't Hold Us (feat. Ray Dalton);258342;2012;146.078;hip hop, pop;0.922;2;-4.457
Gorillaz;DARE;244999;2005;120.264;hip hop;0.891;11;-5.852
Lost Frequencies;Are You With Me - Radio Edit;138842;2014;121.03;pop, Dance/Electronic;0.574;5;-9.882
Twista;Sunshine (feat. Anthony Hamilton);226013;2004;98.523;hip hop, pop, R&B;0.888;11;-5.337
Snoop Dogg;Drop It Like It's Hot;266066;2004;92.063;hip hop, pop;0.628;1;-3.832
Stromae;Papaoutai;232146;2013;116.019;pop;0.818;10;-7.222
Outkast;The Whole World (feat. Killer Mike);295346;2001;184.682;hip hop, pop;0.852;2;-6.176
Janet Jackson;All For You;329933;2001;113.525;pop, R&B;0.934;2;-3.011
P!nk;F**kin' Perfect;213413;2010;91.964;pop;0.671;7;-4.788
Black Eyed Peas;Where Is The Love?;272533;2003;94.059;hip hop, pop;0.687;5;-3.18
Zara Larsson;Lush Life;202213;2015;98.024;pop, Dance/Electronic;0.741;7;-2.86
Ashanti;Only U - No Intro;186306;2004;94.547;hip hop, pop, R&B;0.621;6;-5.576
Lil Wayne;Love Me;255053;2013;124.906;hip hop, pop;0.634;11;-6.476
Taylor Swift;...Ready For It?;208186;2017;160.015;pop;0.764;2;-6.509
Finger Eleven;Paralyzer;208106;2007;106.031;rock, metal;0.939;11;-3.486
September;Cry for You;209800;2007;130.018;pop, Dance/Electronic;0.881;9;-3.988
Jonas Brothers;Burnin' Up;175093;2008;114.03;pop;0.954;2;-3.462
Duke Dumont;I Got U;285596;2014;120.837;pop, Dance/Electronic;0.761;9;-7.752
Sisqo;Incomplete;274226;1999;119.311;hip hop, pop, R&B;0.443;1;-7.693
Lewis Capaldi;Someone You Loved;182160;2019;109.891;pop;0.405;1;-5.679
Pitbull;Give Me Everything (feat. Ne-Yo, Afrojack & Nayer);252306;2011;129.024;hip hop, pop, latin;0.939;8;-3.206
OneRepublic;Counting Stars;257386;2014;122.014;pop;0.705;1;-4.972
Daya;Sit Still, Look Pretty;202221;2016;181.994;rock, pop, Dance/Electronic;0.739;2;-4.081
Good Charlotte;Lifestyles of the Rich & Famous;190173;2002;106.22;rock, metal;0.93;1;-3.685
Franz Ferdinand;Take Me Out;237026;2004;104.561;rock;0.663;4;-8.821
Vengaboys;Shalala Lala;214819;2000;124.017;pop;0.901;2;-5.802
Nelly Furtado;Say It Right;223080;2006;116.948;hip hop, pop, latin;0.872;1;-6.328
Britney Spears;Toxic;198800;2003;143.04;pop;0.838;5;-3.914
Milky Chance;Stolen Dance;313684;2014;114.016;set();0.581;11;-8.813
Lil Jon & The East Side Boyz;Get Low;324600;2002;101.043;hip hop, pop;0.604;1;-8.019
Imagine Dragons;Radioactive;186813;2012;136.245;rock;0.784;9;-3.686
Charli Baltimore;Down 4 U;318213;2002;83.133;pop;0.59;7;-7.442
DMX;X Gon' Give It To Ya;217586;2007;95.027;hip hop, pop;0.899;10;-3.09
Natalie Imbruglia;Shiver;222653;2005;94.163;pop, Folk/Acoustic;0.798;1;-4.49
Major Lazer;Lean On (feat. MØ & DJ Snake);176561;2015;98.007;hip hop, pop, Dance/Electronic;0.809;7;-3.081
The Weeknd;Starboy;230453;2016;186.054;pop, R&B;0.594;7;-7.028
BlocBoy JB;Look Alive (feat. Drake);181263;2018;140.022;hip hop, pop;0.581;10;-7.495
Beyoncé;Naughty Girl;208600;2003;99.973;pop, R&B;0.466;6;-8.65
Nicki Minaj;Anaconda;260240;2014;129.994;hip hop, pop;0.605;9;-6.223
Khalid;Love Lies (with Normani);201707;2018;143.955;pop, R&B;0.648;6;-5.626
Jeezy;Put On;321293;2008;137.616;hip hop, pop;0.77;9;-6.091
Charlene Soraia;Wherever You Will Go;197577;2011;111.202;pop;0.115;9;-9.217
Fabolous;Can't Let You Go (feat. Mike Shorey & Lil' Mo);223973;2003;192.082;hip hop, pop, R&B;0.6;9;-6.569
The Strumbellas;Spirits;203653;2016;80.529;rock, Folk/Acoustic, pop;0.658;0;-6.075
Calvin Harris;Let's Go (feat. Ne-Yo);232800;2012;128.016;hip hop, pop, Dance/Electronic;0.882;4;-2.932
ScHoolboy Q;Man Of The Year;216013;2014;111.959;hip hop, pop;0.861;3;-5.234
Tiësto;Red Lights;263890;2013;124.989;pop, Dance/Electronic;0.829;10;-4.783
Imagine Dragons;Natural;189466;2018;100.0;rock;0.611;2;-6.112
Jennifer Lopez;Get Right;225533;2005;97.084;hip hop, pop, R&B;0.759;0;-5.096
Kevin Lyttle;Turn Me On;192106;2004;106.279;hip hop;0.682;9;-6.879
Mýa;My Love Is Like...Wo - Main Mix;209533;2003;132.817;pop, R&B;0.695;4;-6.491
Baby Bash;Baby, I'm Back;219920;2005;100.01;hip hop, pop, R&B, latin;0.365;9;-5.461
Thirty Seconds To Mars;The Kill;231533;2005;182.99;rock;0.912;4;-3.881
Kanye West;Love Lockdown;270306;2008;119.603;hip hop;0.524;1;-7.67
Jennifer Hudson;Spotlight;250106;2008;108.984;pop, R&B, easy listening;0.724;11;-3.887
Jason Derulo;Tip Toe (feat. French Montana);187521;2017;98.062;hip hop, pop;0.709;10;-4.547
The Pussycat Dolls;Stickwitu;207506;2005;79.918;pop, R&B;0.554;9;-6.408
The-Dream;I Luv Your Girl;267866;2007;90.063;hip hop, pop, R&B;0.322;8;-9.702
Counting Crows;Big Yellow Taxi;225426;2003;88.029;rock, pop;0.873;8;-4.315
50 Cent;Just A Lil Bit;237706;2005;96.946;hip hop, pop;0.692;1;-6.672
Lady Gaga;Bad Romance;294573;2009;119.001;pop;0.921;0;-3.755
Darude;Sandstorm;225493;2001;136.065;pop, Dance/Electronic;0.965;11;-7.984
Black Eyed Peas;My Humps;326960;2005;123.95;hip hop, pop;0.682;1;-5.924
blackbear;do re mi;212027;2017;111.002;hip hop, pop, Dance/Electronic;0.593;8;-6.35
Special D.;Come With Me - Radio Edit;185133;2004;139.982;pop;0.999;7;-5.077
DEV;In The Dark;226226;2012;124.954;pop, Dance/Electronic;0.824;8;-4.231
The Chemical Brothers;Galvanize;393813;2005;104.003;Dance/Electronic;0.714;7;-3.681
Nicky Jam;El Perdón - Forgiveness;206666;2017;90.013;latin;0.719;8;-3.839
Kanye West;Heartless;211000;2008;87.999;hip hop;0.647;10;-5.983
Akon;Smack That;212360;2006;118.988;pop;0.743;5;-5.166
Azealia Banks;212;204956;2014;126.017;hip hop, pop, R&B;0.769;11;-5.761
Gareth Gates;Unchained Melody;233666;2003;106.52;pop;0.426;10;-8.049
Infernal;From Paris to Berlin;209666;2004;126.069;pop;0.869;9;-6.534
Lunay;Soltera - Remix;266086;2019;92.01;pop, latin;0.783;5;-4.271
Dem Franchize Boyz;Lean Wit It, Rock Wit It;229813;2006;76.035;hip hop, pop;0.62;5;-5.854
Rob $tone;Chill Bill (feat. J. Davi$ & Spooks);177184;2016;108.034;hip hop;0.427;6;-10.028
David Guetta;Where Them Girls At (feat. Nicki Minaj & Flo Rida);194840;2012;129.884;hip hop, pop, Dance/Electronic;0.876;3;-3.078
Arctic Monkeys;Brianstorm;172866;2007;165.182;rock;0.974;1;-4.706
Justin Timberlake;My Love (feat. T.I.);276160;2006;119.952;pop;0.68;11;-5.881
Sigma;Nobody To Love - Radio Edit;189720;2014;175.001;pop, Dance/Electronic;0.921;8;-3.32
Regard;Ride It;157605;2019;117.948;pop, Dance/Electronic;0.751;7;-4.258
Post Malone;Better Now;231266;2018;145.038;hip hop;0.578;10;-5.804
alt-J;Breezeblocks;227080;2012;150.071;rock;0.656;5;-7.298
David Guetta;Sexy Bitch (feat. Akon);195853;2010;130.011;hip hop, pop, Dance/Electronic;0.627;11;-5.018
Silentó;Watch Me (Whip / Nae Nae);185131;2015;139.982;hip hop;0.768;8;-8.522
Destiny's Child;Bootylicious;207906;2001;103.376;pop, R&B;0.835;1;-4.386
Kanye West;Stronger;311866;2007;103.992;hip hop;0.717;10;-7.858
Beyoncé;Check On It (feat. Slim Thug);211186;2006;166.104;pop, R&B;0.887;7;-3.887
Rascal Flatts;Life is a Highway;276773;2006;103.055;country;0.936;5;-5.409
The All-American Rejects;Dirty Little Secret;193653;2005;143.853;rock, pop;0.955;10;-4.253
MGMT;Kids;302840;2007;122.961;rock;0.931;9;-3.871
Lil Uzi Vert;XO Tour Llif3;182706;2017;155.096;hip hop;0.75;11;-6.366
The Wanted;Glad You Came;197935;2011;126.885;pop, Dance/Electronic;0.851;7;-3.873
Fall Out Boy;This Ain't A Scene, It's An Arms Race;212040;2007;199.935;rock;0.887;9;-4.07
Britney Spears;Circus;192360;2008;114.98;pop;0.733;6;-5.215
Jason Derulo;The Other Side;226986;2013;127.923;hip hop, pop;0.836;9;-3.939
Mann;Buzzin Remix;224333;2011;104.029;hip hop, pop;0.939;10;-4.372
The Neighbourhood;Daddy Issues;260173;2015;85.012;rock, pop;0.521;10;-9.461
Drake;Hold On, We're Going Home;227880;2013;99.993;hip hop, pop, R&B;0.414;6;-7.436
Fragma;Everytime You Need Me - Radio Version;213346;2001;137.029;pop, Dance/Electronic;0.917;11;-5.459
Christina Milian;AM To PM;231213;2001;105.005;hip hop, pop, R&B;0.868;10;-3.036
Green Day;American Idiot;176346;2004;186.113;rock;0.988;1;-2.042
The Offspring;You're Gonna Go Far, Kid;177826;2008;126.115;rock, pop, metal;0.917;0;-3.159
DJ Khaled;Wild Thoughts (feat. Rihanna & Bryson Tiller);204173;2017;97.979;hip hop, pop;0.672;0;-3.094
The Chainsmokers;#SELFIE - Original Mix;183750;2014;127.955;pop, Dance/Electronic;0.915;0;-3.263
K'NAAN;Wavin' Flag;220520;2009;75.974;set();0.699;0;-6.416
Drake;Best I Ever Had;258760;2010;162.161;hip hop, pop, R&B;0.894;5;-2.673
Robbie Williams;Somethin' Stupid;170493;2001;106.191;pop, rock;0.515;0;-12.185
Jax Jones;Breathe;207629;2017;125.985;hip hop, pop, Dance/Electronic;0.744;11;-5.52
Ludacris;Splash Waterfalls;290760;2003;145.894;hip hop, pop;0.846;11;-6.102
DJ Fresh;Gold Dust - Radio Edit;192446;2010;176.985;pop, Dance/Electronic;0.948;0;-0.74
Bubba Sparxxx;Ms. New Booty;252653;2005;129.37;hip hop, pop, country;0.62;1;-5.931
Lil Wayne;Right Above It;271946;2010;76.052;hip hop, pop;0.841;3;-4.348
Travis Scott;SICKO MODE;312820;2018;155.008;hip hop, Dance/Electronic;0.73;8;-3.714
Busta Rhymes;Touch It;214960;2006;138.335;hip hop, pop;0.551;1;-6.62
Nicole Scherzinger;Don't Hold Your Breath;197440;2011;110.955;pop, Dance/Electronic;0.797;5;-6.096
Big Tymers;Still Fly;335613;2002;177.928;hip hop, pop;0.607;11;-3.538
Kylie Minogue;Wow;190973;2007;124.072;pop, Dance/Electronic;0.884;9;-5.466
21 Savage;a lot;288624;2018;145.972;hip hop;0.636;1;-7.643
G-Eazy;Good Life (with G-Eazy & Kehlani);225520;2017;168.073;hip hop, pop;0.778;1;-5.208
Juice WRLD;Robbery;240050;2019;159.966;hip hop;0.692;2;-5.122
Maroon 5;Don't Wanna Know (feat. Kendrick Lamar);214265;2018;100.047;pop;0.61;7;-6.124
Avicii;The Nights;176658;2014;125.983;pop, Dance/Electronic;0.835;6;-5.298
Mario;Let Me Love You;256733;2004;94.514;pop, R&B;0.578;7;-8.97
Rihanna;What's My Name?;263173;2010;100.025;hip hop, pop, R&B;0.786;2;-2.959
Nickelback;Someday;207466;2003;163.118;rock, metal;0.858;11;-5.659
INNA;Hot - Play & Win Radio Version;217036;2010;128.0;pop;0.939;7;-6.079
Limp Bizkit;Rollin' (Air Raid Vehicle);213760;2000;96.306;metal;0.933;1;-3.358
JAY-Z;Excuse Me Miss;281240;2002;92.849;hip hop;0.862;6;-5.531
G-Eazy;Him & I (with Halsey);268866;2017;87.908;hip hop, pop;0.731;2;-6.343
Akon;Locked Up;235066;2004;89.987;pop;0.579;7;-4.475
Kaiser Chiefs;Ruby;204200;2007;93.416;rock;0.939;5;-2.82
Icona Pop;I Love It;156773;2012;125.953;pop, Dance/Electronic;0.901;1;-2.686
Rihanna;Stay;240706;2012;111.893;hip hop, pop, R&B;0.31;9;-10.164
Usher;My Boo;223440;2004;86.412;hip hop, pop, R&B;0.507;5;-8.238
Tiësto;Wasted;188371;2014;112.028;pop, Dance/Electronic;0.832;2;-5.595
Calvin Harris;Giant (with Rag'n'Bone Man);229184;2019;122.015;hip hop, pop, Dance/Electronic;0.887;1;-4.311
Coldplay;Clocks;307879;2002;130.97;rock, pop;0.749;5;-7.215
Kesha;Blah Blah Blah (feat. 3OH!3);172053;2010;120.003;pop, Dance/Electronic;0.836;10;-3.173
MØ;Final Song;235826;2016;104.988;pop, Dance/Electronic;0.672;1;-6.109
Taylor Swift;I Knew You Were Trouble.;219720;2012;77.019;pop;0.469;3;-6.798
One Direction;Steal My Girl;228133;2014;77.217;pop;0.768;10;-5.948
XXXTENTACION;Moonlight;135090;2018;128.009;hip hop;0.537;9;-5.723
Jamelia;Superstar;215480;2003;110.01;pop;0.645;1;-6.93
B2K;Bump, Bump, Bump (feat. P. Diddy);282773;2003;95.508;hip hop, pop, R&B;0.68;1;-6.02
Nelly;Just A Dream;237800;2010;89.917;hip hop, pop, R&B;0.752;1;-6.161
Post Malone;Goodbyes (Feat. Young Thug);174960;2019;150.231;hip hop;0.653;5;-3.818
Boys Like Girls;The Great Escape;206520;2007;149.934;pop;0.94;1;-4.012
JAY-Z;Holy Grail;338413;2013;145.082;hip hop;0.534;2;-6.901
Drake;Jumpman;205879;2015;142.079;hip hop, pop, R&B;0.558;1;-7.448
Coldplay;A Sky Full of Stars;267866;2014;124.97;rock, pop;0.675;6;-6.474
Modjo;Lady - Hear Me Tonight;307153;2001;126.041;Dance/Electronic;0.808;6;-5.627
Limp Bizkit;Take A Look Around;321040;2000;101.968;metal;0.852;11;-5.607
50 Cent;P.I.M.P.;249480;2003;84.722;hip hop, pop;0.772;10;-3.024
Panjabi MC;Mundian to Bach Ke;244666;2003;98.077;World/Traditional, hip hop;0.879;8;-4.951
Santana;Into the Night (feat. Chad Kroeger);222440;2007;127.981;rock, blues, latin;0.844;7;-4.678
Fort Minor;Where'd You Go (feat. Holly Brook & Jonah Matranga);231866;2005;179.999;hip hop, pop, rock;0.819;1;-3.309
FINNEAS;Let's Fall in Love for the Night;190348;2018;127.921;rock, pop, Dance/Electronic;0.408;5;-7.941
Ariana Grande;Problem;193920;2014;103.008;pop;0.805;1;-5.352
Jason Derulo;Talk Dirty (feat. 2 Chainz);177685;2013;100.315;hip hop, pop;0.652;6;-7.321
Anastacia;I'm Outta Love - Radio Edit;245400;1999;119.41;pop;0.716;10;-5.8
Cardi B;Bodak Yellow;223962;2017;125.022;hip hop, pop;0.723;11;-5.792
Justin Bieber;Beauty And A Beat;227986;2012;128.003;pop;0.843;0;-4.831
OneRepublic;Love Runs Out;224226;2014;120.022;pop;0.935;7;-3.752
Sugababes;Push The Button;218093;2005;126.016;pop, R&B;0.66;8;-5.096
Wiz Khalifa;Work Hard, Play Hard;219026;2012;140.008;hip hop, pop;0.666;11;-4.475
Plan B;She Said;208853;2010;147.007;Dance/Electronic;0.538;3;-5.85
Kelly Clarkson;Stronger (What Doesn't Kill You);221946;2011;116.044;pop, R&B;0.939;0;-4.282
Daniel Bedingfield;Gotta Get Thru This - D'N'D Radio Edit;161240;2002;133.592;pop;0.764;7;-5.076
Enrique Iglesias;Tonight (I'm Fuckin' You);232213;2010;125.953;pop, latin;0.89;0;-3.982
Swedish House Mafia;Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah;206460;2010;125.03;pop, Dance/Electronic;0.929;7;-5.89
The Pussycat Dolls;I Hate This Part;218400;2008;111.572;pop, R&B;0.612;5;-4.371
Mr. Probz;Waves - Robin Schulz Radio Edit;208133;2014;119.993;hip hop, Dance/Electronic;0.51;5;-9.334
The Strokes;Reptilia;219826;2003;158.009;rock;0.649;9;-5.11
James Morrison;Broken Strings;250453;2008;111.91;pop, R&B;0.717;1;-4.914
Tinashe;2 On (feat. ScHoolboy Q);227000;2014;101.013;hip hop, pop, R&B, Dance/Electronic;0.595;9;-7.51
Juanes;La Camisa Negra;216706;2004;97.007;pop, latin;0.731;6;-4.419
JUVENILE;Slow Motion;248200;2003;172.872;hip hop, pop;0.734;0;-4.894
Taylor Swift;Love Story;236266;2008;118.984;pop;0.741;2;-3.97
Keyshia Cole;Let It Go;238360;2007;94.955;hip hop, pop, R&B;0.721;1;-5.165
Justin Timberlake;Suit & Tie (feat. Jay-Z);326280;2013;101.985;pop;0.596;11;-3.799
Kelis;Millionaire;224933;2003;176.051;pop, R&B, Dance/Electronic;0.847;11;-6.636
Jason Aldean;Big Green Tractor;204200;2009;137.077;country;0.596;4;-5.035
Adele;Set Fire to the Rain;242973;2011;107.995;pop, R&B;0.67;2;-3.882
BLACKPINK;Kill This Love;189052;2019;131.98;pop;0.861;2;-4.141
JAY-Z;Big Pimpin';283066;1999;138.083;hip hop;0.814;11;-6.307
Zedd;The Middle;184732;2018;107.01;hip hop, pop, Dance/Electronic;0.657;7;-3.061
N.O.R.E.;Nothin';264653;2002;97.035;hip hop, pop;0.863;3;-6.118
Unk;Walk It Out;173040;2013;160.022;hip hop, pop;0.777;1;-3.696
Mary J. Blige;Rainy Dayz;276373;2001;68.942;pop, R&B;0.667;6;-6.997
Christina Aguilera;I Turn to You;273706;1999;127.177;pop;0.47;1;-8.356
Kelly Clarkson;Miss Independent;214773;2003;175.943;pop, R&B;0.615;11;-6.359
Room 5;Make Luv;212413;2003;124.814;Dance/Electronic;0.887;1;-4.92
Kanye West;Diamonds From Sierra Leone - Remix;233400;2005;97.043;hip hop;0.814;7;-3.768
Fuel;Hemorrhage (In My Hands);236866;2000;152.034;rock, pop, metal;0.831;1;-3.894
KT Tunstall;Black Horse And The Cherry Tree;172373;2005;104.833;World/Traditional, pop, Folk/Acoustic;0.786;4;-7.788
Charli XCX;Boom Clap;169866;2014;91.999;pop, Dance/Electronic;0.911;4;-2.28
James Morrison;Wonderful World;210066;2006;78.969;pop, R&B;0.71;1;-4.606
Ashanti;Baby;265706;2002;157.596;hip hop, pop, R&B;0.58;4;-5.757
Electric Six;Danger! High Voltage - Soulchild Radio Mix;214600;2003;123.005;rock;0.698;11;-4.722
Rihanna;Take A Bow;229413;2008;82.082;hip hop, pop, R&B;0.467;9;-7.536
Gym Class Heroes;Cupid's Chokehold / Breakfast in America - Radio Mix;237173;2007;79.702;hip hop, pop;0.681;1;-5.084
Matt Cardle;When We Collide;226000;2011;81.986;pop;0.683;2;-5.521
Maroon 5;Animals;231013;2014;189.868;pop;0.742;4;-6.46
G.R.L.;Ugly Heart;198306;2014;124.96;pop;0.786;9;-5.488
Madcon;Beggin (original version);216146;2007;129.023;hip hop, pop;0.8;4;-5.144
Seether;Fake It;193893;2007;132.078;rock, metal;0.95;8;-3.509
No Doubt;It's My Life;226053;2003;126.326;rock, pop;0.735;8;-5.074
Destiny's Child;Girl;224146;2004;89.036;pop, R&B;0.747;6;-6.019
Jaheim;Put That Woman First;245773;2002;78.935;pop, R&B;0.536;5;-8.804
50 Cent;Candy Shop;209106;2005;125.173;hip hop, pop;0.574;11;-7.961
Huey;Pop, Lock & Drop It - Video Edit;261026;2006;144.09;hip hop, pop;0.644;11;-6.863
Klingande;Jubel - Radio Edit;201626;2013;124.938;pop, Dance/Electronic;0.524;0;-7.251
Halsey;Without Me;201660;2018;136.041;pop, Dance/Electronic;0.488;6;-7.05
Snow Patrol;You're All I Have;273333;2006;132.013;World/Traditional, rock, pop;0.921;2;-4.554
Lil Pump;Gucci Gang;124055;2017;119.889;hip hop;0.523;5;-6.71
Anastacia;Left Outside Alone;257426;2004;102.847;pop;0.746;2;-3.567
Christina Milian;When You Look At Me - Radio Edit;222546;2001;108.955;hip hop, pop, R&B;0.839;3;-3.399
JAY-Z;Numb / Encore;205733;2004;107.045;hip hop;0.793;2;-4.254
Gwen Stefani;What You Waiting For?;221226;2004;136.027;pop, R&B;0.948;5;-2.557
Avicii;Silhouettes - Original Radio Edit;211880;2012;128.074;pop, Dance/Electronic;0.8;5;-6.235
David Banner;Play;230133;2005;95.027;hip hop, pop;0.658;1;-8.013
Alicia Keys;You Don't Know My Name;366733;2003;167.078;pop, R&B;0.663;9;-8.264
Pretty Ricky;Your Body;240040;2005;90.038;hip hop, pop, R&B;0.594;4;-5.695
Leona Lewis;Run;314720;2007;142.365;pop, R&B;0.462;5;-6.166
Kylie Minogue;Can't Get You out of My Head;230640;2001;126.007;pop, Dance/Electronic;0.563;9;-7.516
Imagine Dragons;Whatever It Takes;201240;2017;134.945;rock;0.655;10;-5.021
Jack White;Another Way to Die;262240;2007;141.933;rock, blues;0.765;4;-4.23
Marshmello;Spotlight;177600;2018;150.06;pop, Dance/Electronic;0.822;7;-4.483
Eminem;Mockingbird;250760;2004;84.039;hip hop;0.678;0;-3.798
Red Hot Chili Peppers;By the Way;216933;2002;122.444;rock;0.97;0;-4.938
Rihanna;Don't Stop The Music;267080;2008;122.668;hip hop, pop, R&B;0.669;6;-5.582
Empire of the Sun;Walking On A Dream;198440;2008;126.975;rock, pop, Dance/Electronic;0.701;5;-5.594
Calvin Harris;I'm Not Alone - Radio Edit;210973;2009;130.99;hip hop, pop, Dance/Electronic;0.684;7;-6.614
Katy Perry;Unconditionally;228878;2013;129.003;pop;0.729;7;-4.813
Jordin Sparks;Tattoo;233466;2007;168.005;pop, R&B;0.766;2;-5.036
Baauer;Harlem Shake;196664;2013;137.825;Dance/Electronic;0.794;0;-5.151
Akon;Lonely;235800;2004;90.098;pop;0.532;5;-7.88
Calvin Harris;Feels (feat. Pharrell Williams, Katy Perry & Big Sean);223413;2017;101.018;hip hop, pop, Dance/Electronic;0.745;11;-3.105
Kanye West;Black Skinhead;188013;2013;130.089;hip hop;0.825;1;-6.107
Kelly Clarkson;My Life Would Suck Without You;211493;2009;144.982;pop, R&B;0.882;9;-4.006
